State,Year,District,Taluka,Pre-Monsoon Level (mbgl),Post-Monsoon Level (mbgl),Annual Recharge (MCM),Extractable Resource (MCM),Total Extraction (MCM),Extraction Stage (%),Groundwater Category,Area / Pocket,Subdivision
Maharashtra,2025,Buldhana,Malkapur,6.0 - 11.5,3.2 - 5.9,82.7,78.6,52.1,66.28%,Safe,,
Maharashtra,2025,Buldhana,Mehkar,6.2 - 11.8,3.0 - 6.0,154.2,146.5,98.4,67.17%,Safe,,
Maharashtra,2025,Buldhana,Motala,6.9 - 12.8,3.6 - 7.0,96.4,91.6,64.8,70.74%,Safe,,
Maharashtra,2025,Buldhana,Nandura,7.0 - 13.2,3.7 - 7.1,89.5,85,62.4,73.41%,Semi-Critical,,
Maharashtra,2025,Buldhana,Sangrampur,8.0 - 15.5,4.4 - 8.8,78.9,75,66.2,88.27%,Semi-Critical,,
Maharashtra,2025,Buldhana,Shegaon,5.8 - 10.8,2.8 - 5.4,74.3,70.6,45.2,64.02%,Safe,,
Maharashtra,2025,Buldhana,Sindkhed Raja,7.4 - 14.0,4.1 - 7.6,112.8,107.2,89.5,83.49%,Semi-Critical,,
Maharashtra,2025,Chandrapur,Chandrapur,6.2 - 11.5,2.8 - 5.4,128.4,122,68.5,56.15%,Safe,,
Maharashtra,2025,Chandrapur,Ballarpur,6.0 - 10.8,2.5 - 5.0,45.6,43.3,22.4,51.73%,Safe,,
Maharashtra,2025,Chandrapur,Warora,6.8 - 12.8,3.2 - 6.2,142.3,135.2,92.6,68.49%,Safe,,
Maharashtra,2025,Chandrapur,Bhadravati,6.5 - 12.0,3.0 - 5.8,118.5,112.6,65.4,58.08%,Safe,,
Maharashtra,2025,Chandrapur,Chimur,5.2 - 9.8,2.0 - 4.5,165.2,156.9,72.1,45.95%,Safe,,
Maharashtra,2025,Chandrapur,Nagbhid,4.8 - 9.2,1.8 - 4.2,115.4,109.6,42.3,38.59%,Safe,,
Maharashtra,2025,Chandrapur,Bramhapuri,4.5 - 8.9,1.5 - 3.8,132.8,126.2,48.5,38.43%,Safe,,
Maharashtra,2025,Chandrapur,Sindewahi,5.0 - 9.5,2.1 - 4.4,98.6,93.7,38.2,40.77%,Safe,,
Maharashtra,2025,Chandrapur,Mul,5.1 - 9.6,1.9 - 4.3,102.4,97.3,41.6,42.75%,Safe,,
Maharashtra,2025,Chandrapur,Saoli,4.6 - 9.0,1.6 - 4.0,94.7,90,34.8,38.67%,Safe,,
Maharashtra,2025,Chandrapur,Gondpimpri,5.8 - 10.5,2.4 - 5.2,88.3,83.9,42.1,50.18%,Safe,,
Maharashtra,2025,Chandrapur,Rajura,7.0 - 13.5,3.5 - 6.8,112.1,106.5,68.4,64.23%,Safe,,
Maharashtra,2025,Chandrapur,Korpana,7.5 - 14.2,3.8 - 7.5,96.5,91.7,66.2,72.19%,Semi-Critical,,
Maharashtra,2025,Chandrapur,Pomburna,5.3 - 10.0,2.2 - 4.8,62.4,59.3,24.5,41.32%,Safe,,
Maharashtra,2025,Chandrapur,Jivati,7.8 - 15.0,4.2 - 8.0,58.9,56,26.8,47.86%,Safe,,
Maharashtra,2025,Chh. Sambhajinagar,Chh. Sambhajinagar,7.2 - 13.8,3.5 - 6.8,145.6,138.32,102.4,74.03%,Semi-Critical,,
Maharashtra,2025,Chh. Sambhajinagar,Kannad,7.8 - 14.5,4.0 - 7.5,138.2,131.29,108.5,82.64%,Semi-Critical,,
Maharashtra,2025,Chh. Sambhajinagar,Soygaon,6.0 - 11.2,2.8 - 5.4,74.5,70.78,42.1,59.48%,Safe,,
Maharashtra,2025,Chh. Sambhajinagar,Sillod,8.2 - 15.6,4.5 - 8.2,154.1,146.4,128.4,87.71%,Semi-Critical,,
Maharashtra,2025,Chh. Sambhajinagar,Phulambri,7.5 - 14.0,3.8 - 7.2,88.4,83.98,68.2,81.21%,Semi-Critical,,
Maharashtra,2025,Chh. Sambhajinagar,Khultabad,6.8 - 12.5,3.2 - 6.0,62.4,59.28,44.5,75.07%,Semi-Critical,,
Maharashtra,2025,Chh. Sambhajinagar,Vaijapur,9.5 - 21.0,5.5 - 11.2,128.5,122.08,134.6,110.26%,Over-Exploited,,
Maharashtra,2025,Chh. Sambhajinagar,Gangapur,9.0 - 19.5,5.2 - 10.5,134.8,128.06,121.4,94.80%,Critical,,
Maharashtra,2025,Chh. Sambhajinagar,Paithan,6.5 - 12.0,3.0 - 5.8,162.8,154.66,102.5,66.28%,Safe,,
Maharashtra,2025,Dharashiv,Dharashiv,8.5 - 15.2,4.8 - 8.2,132.4,125.78,108.4,86.18%,Semi-Critical,,
Maharashtra,2025,Dharashiv,Tuljapur,8.8 - 16.0,5.0 - 8.9,114.6,108.87,96.5,88.67%,Semi-Critical,,
Maharashtra,2025,Dharashiv,Umarga,7.9 - 14.5,4.2 - 7.8,108.5,103.08,88.4,85.76%,Semi-Critical,,
Maharashtra,2025,Dharashiv,Kalamb,8.2 - 15.5,4.5 - 8.4,122.3,116.19,94.6,81.42%,Semi-Critical,,
Maharashtra,2025,Dharashiv,Paranda,9.0 - 18.2,5.5 - 10.2,84.5,80.28,76.8,95.66%,Critical,,
Maharashtra,2025,Dharashiv,Bhum,7.2 - 13.8,3.8 - 7.0,74.2,70.49,52.1,73.91%,Semi-Critical,,
Maharashtra,2025,Dharashiv,Lohara,7.5 - 13.5,3.9 - 7.1,62.8,59.66,45.4,76.10%,Semi-Critical,,
Maharashtra,2025,Dharashiv,Washi,8.0 - 14.8,4.4 - 8.0,58.4,55.48,48.2,86.88%,Semi-Critical,,
Maharashtra,2025,Dhule,Dhule,7.2 - 13.5,3.8 - 7.2,148.6,141.2,108.4,76.77%,Semi-Critical,,
Maharashtra,2025,Dhule,Sakri,6.5 - 12.0,3.2 - 6.4,185.4,176.1,122.5,69.56%,Safe,,
Maharashtra,2025,Dhule,Shirpur,9.8 - 21.5,5.8 - 11.8,156.2,148.4,162.8,109.70%,Over-Exploited,,
Maharashtra,2025,Dhule,Shindkheda,8.5 - 16.8,4.8 - 9.2,124.5,118.3,105.6,89.26%,Semi-Critical,,
Maharashtra,2025,Gadchiroli,Gadchiroli,4.8 - 8.5,1.8 - 3.8,115.4,109.6,32.4,29.56%,Safe,,
Maharashtra,2025,Gadchiroli,Dhanora,4.2 - 7.8,1.5 - 3.2,148.6,141.2,22.1,15.65%,Safe,,
Maharashtra,2025,Gadchiroli,Chamorshi,4.5 - 8.2,1.6 - 3.5,185.2,175.9,58.4,33.20%,Safe,,
Maharashtra,2025,Gadchiroli,Mulchera,4.0 - 7.5,1.4 - 3.0,78.5,74.6,18.5,24.80%,Safe,,
Maharashtra,2025,Gadchiroli,Aheri,5.0 - 9.0,2.0 - 4.2,162.8,154.7,31.2,20.17%,Safe,,
Maharashtra,2025,Gadchiroli,Sironcha,4.8 - 8.8,1.9 - 4.0,128.4,122,28.6,23.44%,Safe,,
Maharashtra,2025,Gadchiroli,Etapalli,3.8 - 7.2,1.2 - 2.8,155.3,147.5,16.4,11.12%,Safe,,
Maharashtra,2025,Gadchiroli,Bhamragad,3.5 - 6.8,1.0 - 2.5,98.7,93.8,8.2,8.74%,Safe,,
Maharashtra,2025,Gadchiroli,Desaiganj,5.2 - 9.2,2.2 - 4.5,68.4,65,26.5,40.77%,Safe,,
Maharashtra,2025,Gadchiroli,Armori,4.9 - 8.9,2.0 - 4.1,94.6,89.9,31.4,34.93%,Safe,,
Maharashtra,2025,Gadchiroli,Kurkheda,4.4 - 8.0,1.7 - 3.4,108.2,102.8,21.6,21.01%,Safe,,
Maharashtra,2025,Gadchiroli,Korchi,4.1 - 7.6,1.4 - 3.1,82.5,78.4,11.2,14.29%,Safe,,
Maharashtra,2025,Gondia,Amgaon,5.2 - 9.5,2.1 - 4.2,92.4,87.8,41.2,46.92%,Safe,,
Maharashtra,2025,Gondia,Arjuni Morgaon,4.8 - 8.9,1.8 - 3.8,124.6,118.4,45.6,38.51%,Safe,,
Maharashtra,2025,Gondia,Deori,4.2 - 8.0,1.5 - 3.2,102.5,97.4,24.8,25.46%,Safe,,
Maharashtra,2025,Gondia,Gondia,5.5 - 10.2,2.4 - 4.8,148.2,140.8,72.5,51.49%,Safe,,
Maharashtra,2025,Gondia,Goregaon,5.0 - 9.2,2.0 - 4.1,88.6,84.2,36.4,43.23%,Safe,,
Maharashtra,2025,Gondia,Sadak Arjuni,4.6 - 8.7,1.7 - 3.6,96.3,91.5,32.1,35.08%,Safe,,
Maharashtra,2025,Gondia,Salekasa,4.1 - 7.8,1.4 - 3.0,78.4,74.5,18.2,24.43%,Safe,,
Maharashtra,2025,Gondia,Tirora,5.4 - 9.8,2.2 - 4.5,115.8,110,58.4,53.09%,Safe,,
Maharashtra,2025,Hingoli,Hingoli,6.8 - 12.5,3.5 - 6.8,114.5,108.8,82.4,75.74%,Semi-Critical,,
Maharashtra,2025,Hingoli,Basmath,7.5 - 14.2,4.0 - 7.8,138.2,131.3,106.5,81.11%,Semi-Critical,,
Maharashtra,2025,Hingoli,Kalamnuri,5.8 - 11.0,2.8 - 5.4,105.4,100.1,62.1,62.04%,Safe,,
Maharashtra,2025,Hingoli,Sengaon,6.2 - 11.5,3.0 - 5.8,98.6,93.7,64.2,68.52%,Safe,,
Maharashtra,2025,Hingoli,Aundha Nagnath,6.0 - 11.2,2.9 - 5.5,89.3,84.8,54.8,64.62%,Safe,,
Maharashtra,2025,Jalgaon,Amalner,7.5 - 13.8,3.8 - 7.0,118.5,112.6,88.4,78.51%,Semi-Critical,,
Maharashtra,2025,Jalgaon,Bhadgaon,6.8 - 12.2,3.4 - 6.2,84.6,80.4,54.2,67.41%,Safe,,
Maharashtra,2025,Jalgaon,Bhusawal,6.0 - 11.5,3.0 - 5.8,62.4,59.3,41.5,69.98%,Safe,,
Maharashtra,2025,Jalgaon,Bodwad,6.5 - 12.0,3.2 - 6.1,74.2,70.5,48.6,68.94%,Safe,,
Maharashtra,2025,Jalgaon,Chalisgaon,8.5 - 16.2,4.8 - 9.0,158.4,150.5,134.8,89.57%,Semi-Critical,,
Maharashtra,2025,Jalgaon,Chopda,7.8 - 15.0,4.2 - 8.2,142.6,135.5,122.4,90.33%,Critical,,
Maharashtra,2025,Jalgaon,Dharangaon,7.0 - 13.2,3.6 - 6.8,88.2,83.8,66.1,78.88%,Semi-Critical,,
Maharashtra,2025,Jalgaon,Erandol,6.9 - 12.8,3.5 - 6.5,92.5,87.9,68.2,77.59%,Semi-Critical,,
Maharashtra,2025,Jalgaon,Jalgaon,7.2 - 14.0,3.7 - 7.2,134.8,128.1,98.6,76.97%,Semi-Critical,,
Maharashtra,2025,Jalgaon,Jamner,8.0 - 15.5,4.5 - 8.5,162.1,154,132.5,86.04%,Semi-Critical,,
Maharashtra,2025,Jalgaon,Muktainagar,6.2 - 11.8,3.1 - 5.9,81.3,77.2,51.4,66.58%,Safe,,
Maharashtra,2025,Jalgaon,Pachora,7.1 - 12.9,3.5 - 6.6,110.4,104.9,78.2,74.55%,Semi-Critical,,
Maharashtra,2025,Jalgaon,Parola,7.6 - 14.5,4.0 - 7.6,98.7,93.8,76.4,81.45%,Semi-Critical,,
Maharashtra,2025,Jalgaon,Raver,12.5 - 28.0,7.2 - 14.8,168.5,160.1,184.2,115.05%,Over-Exploited,,
Maharashtra,2025,Jalgaon,Yawal,11.2 - 25.4,6.5 - 13.5,145.2,137.9,152.6,110.66%,Over-Exploited,,
Maharashtra,2025,Jalna,Jalna,7.8 - 14.5,4.2 - 7.8,134.5,127.8,102.4,80.13%,Semi-Critical,,
Maharashtra,2025,Jalna,Badnapur,7.5 - 13.8,3.9 - 7.2,96.4,91.6,74.5,81.33%,Semi-Critical,,
Maharashtra,2025,Jalna,Ambad,8.2 - 15.6,4.8 - 8.5,142.8,135.7,121.2,89.31%,Semi-Critical,,
Maharashtra,2025,Jalna,Ghansawangi,6.8 - 12.4,3.5 - 6.2,128.6,122.2,82.4,67.43%,Safe,,
Maharashtra,2025,Jalna,Bhokardan,8.5 - 16.8,5.2 - 9.2,152.1,144.5,136.8,94.67%,Critical,,
Maharashtra,2025,Jalna,Jafrabad,7.9 - 15.0,4.5 - 8.1,89.2,84.7,72.1,85.12%,Semi-Critical,,
Maharashtra,2025,Jalna,Partur,6.5 - 11.8,3.2 - 5.8,105.4,100.1,66.8,66.73%,Safe,,
Maharashtra,2025,Jalna,Mantha,7.0 - 13.2,3.6 - 6.9,98.7,93.8,74.2,79.10%,Semi-Critical,,
Maharashtra,2025,Kolhapur,Karveer,5.5 - 10.2,2.2 - 4.8,148.5,141.1,92.4,65.49%,Safe,,
Maharashtra,2025,Kolhapur,Ajra,3.5 - 6.8,1.2 - 2.5,92.4,87.8,22.5,25.63%,Safe,,
Maharashtra,2025,Kolhapur,Bhudargad,4.0 - 7.5,1.5 - 3.0,112.6,107,34.2,31.96%,Safe,,
Maharashtra,2025,Kolhapur,Chandgad,3.2 - 6.2,1.0 - 2.2,135.8,129,28.4,22.02%,Safe,,
Maharashtra,2025,Kolhapur,Gaganbawada,2.8 - 5.5,0.8 - 1.8,64.2,61,8.5,13.93%,Safe,,
Maharashtra,2025,Kolhapur,Gadhinglaj,5.2 - 9.8,2.0 - 4.5,118.4,112.5,68.2,60.62%,Safe,,
Maharashtra,2025,Kolhapur,Hatkanangale,7.2 - 13.8,3.8 - 7.2,122.5,116.4,98.5,84.62%,Semi-Critical,,
Maharashtra,2025,Kolhapur,Kagal,5.8 - 11.0,2.5 - 5.2,105.3,100,64.1,64.10%,Safe,,
Maharashtra,2025,Kolhapur,Panhala,4.8 - 8.9,1.8 - 3.7,98.7,93.8,45.2,48.19%,Safe,,
Maharashtra,2025,Kolhapur,Radhanagari,3.8 - 7.0,1.4 - 2.8,128.6,122.2,26.8,21.93%,Safe,,
Maharashtra,2025,Kolhapur,Shahuwadi,4.2 - 7.8,1.6 - 3.2,110.4,104.9,24.1,22.97%,Safe,,
Maharashtra,2025,Kolhapur,Shirol,6.8 - 12.5,3.5 - 6.9,115.2,109.4,96.2,87.93%,Semi-Critical,,
Maharashtra,2025,Latur,Latur,8.5 - 15.8,4.8 - 8.5,118.4,112.5,98.6,87.64%,Semi-Critical,,
Maharashtra,2025,Latur,Ahmadpur,7.8 - 14.2,4.2 - 7.9,102.5,97.4,81.2,83.37%,Semi-Critical,,
Maharashtra,2025,Latur,Ausa,8.2 - 16.0,4.5 - 8.8,134.6,127.9,112.4,87.88%,Semi-Critical,,
Maharashtra,2025,Latur,Udgir,8.0 - 15.2,4.4 - 8.2,128.5,122.1,104.5,85.59%,Semi-Critical,,
Maharashtra,2025,Latur,Chakur,7.2 - 13.5,3.8 - 7.1,88.2,83.8,66.4,79.24%,Semi-Critical,,
Maharashtra,2025,Latur,Jalkot,6.8 - 12.8,3.5 - 6.5,62.4,59.3,41.2,69.48%,Safe,,
Maharashtra,2025,Latur,Nilanga,8.8 - 16.5,5.2 - 9.4,145.8,138.5,132.6,95.74%,Critical,,
Maharashtra,2025,Latur,Deoni,7.0 - 13.0,3.6 - 6.8,68.5,65.1,51.4,78.96%,Semi-Critical,,
Maharashtra,2025,Latur,Shirur Anantpal,6.9 - 12.5,3.4 - 6.2,58.7,55.8,42.1,75.45%,Semi-Critical,,
Maharashtra,2025,Latur,Renapur,7.5 - 14.0,4.0 - 7.5,82.4,78.3,64.8,82.76%,Semi-Critical,,
Maharashtra,2025,Mumbai City,Mumbai Colaba,3.5 - 6.5,1.5 - 3.2,8.5,8.05,1.8,22.36%,Safe (Saline Risk),,
Maharashtra,2025,Mumbai City,Mumbai Fort,3.2 - 6.0,1.2 - 2.8,6.2,5.89,1.5,25.47%,Safe (Saline Risk),,
Maharashtra,2025,Mumbai City,Mumbai Malabar Hill,4.5 - 7.5,1.8 - 3.5,9.4,8.93,2.1,23.51%,Safe,,
Maharashtra,2025,Mumbai City,Mumbai Byculla,3.0 - 5.8,1.0 - 2.5,12.6,11.97,3.8,31.75%,Safe,,
Maharashtra,2025,Mumbai City,Mumbai Dadar,2.8 - 5.5,0.8 - 2.2,14.8,14.06,4.9,34.85%,Safe,,
Maharashtra,2025,Mumbai City,Dharavi,3.2 - 6.2,1.2 - 2.9,11.2,10.64,4.2,39.47%,Safe,,
Maharashtra,2025,Mumbai Suburban,Andheri,4.2 - 7.5,1.5 - 3.5,18.5,17.58,7.8,44.37%,Safe,,
Maharashtra,2025,Mumbai Suburban,Borivali,4.0 - 6.8,1.2 - 3.0,22.4,21.28,8.2,38.53%,Safe,,
Maharashtra,2025,Mumbai Suburban,Kurla,4.5 - 8.2,1.8 - 3.9,24.6,23.37,11.4,48.78%,Safe,,
Maharashtra,2025,Nagpur,Nagpur City,6.0 - 11.2,2.8 - 5.5,32.4,30.78,14.2,46.13%,Safe,,
Maharashtra,2025,Nagpur,Nagpur Rural,6.5 - 12.0,3.2 - 6.0,88.5,84.08,58.4,69.46%,Safe,,
Maharashtra,2025,Nagpur,Kamptee,5.8 - 10.5,2.5 - 5.2,74.2,70.49,45.6,64.69%,Safe,,
Maharashtra,2025,Nagpur,Hingna,6.2 - 11.8,3.0 - 5.8,92.6,87.97,64.2,72.98%,Semi-Critical,,
Maharashtra,2025,Nagpur,Katol,10.5 - 24.0,6.5 - 13.2,142.8,135.66,154.5,113.89%,Over-Exploited,,
Maharashtra,2025,Nagpur,Narkhed,9.8 - 22.5,5.9 - 12.5,135.4,128.63,141.2,109.77%,Over-Exploited,,
Maharashtra,2025,Nagpur,Savner,7.0 - 13.5,3.5 - 6.8,118.6,112.67,89.4,79.35%,Semi-Critical,,
Maharashtra,2025,Nagpur,Kalmeshwar,8.8 - 18.2,4.8 - 9.5,105.3,100.04,92.8,92.76%,Critical,,
Maharashtra,2025,Nagpur,Ramtek,5.0 - 9.5,2.0 - 4.2,122.4,116.28,48.5,41.71%,Safe,,
Maharashtra,2025,Nagpur,Parseoni,4.8 - 9.0,1.8 - 4.0,96.5,91.68,36.2,39.48%,Safe,,
Maharashtra,2025,Nagpur,Mouda,5.2 - 9.8,2.2 - 4.5,114.2,108.49,52.4,48.30%,Safe,,
Maharashtra,2025,Nagpur,Umred,6.0 - 11.0,2.9 - 5.4,108.7,103.27,62.1,60.13%,Safe,,
Maharashtra,2025,Nagpur,Bhiwapur,5.5 - 10.2,2.4 - 4.9,78.9,74.96,38.4,51.23%,Safe,,
Maharashtra,2025,Nagpur,Kuhi,5.6 - 10.4,2.6 - 5.1,125.1,118.85,54.8,46.11%,Safe,,
Maharashtra,2025,Nanded,Ardhapur,7.2 - 13.5,3.8 - 7.1,82.4,78.28,66.4,84.82%,Semi-Critical,,
Maharashtra,2025,Nanded,Bhokar,6.5 - 12.0,3.2 - 6.1,94.6,89.87,62.1,69.10%,Safe,,
Maharashtra,2025,Nanded,Biloli,6.0 - 11.5,3.0 - 5.8,88.5,84.08,58.4,69.46%,Safe,,
Maharashtra,2025,Nanded,Degloor,6.8 - 12.8,3.5 - 6.5,105.3,100.04,78.2,78.17%,Semi-Critical,,
Maharashtra,2025,Nanded,Dharmabad,5.8 - 10.8,2.8 - 5.2,68.2,64.79,42.5,65.60%,Safe,,
Maharashtra,2025,Nanded,Hadgaon,7.5 - 14.2,4.0 - 7.8,158.4,150.48,132.6,88.12%,Semi-Critical,,
Maharashtra,2025,Nanded,Himayatnagar,6.2 - 11.8,3.1 - 5.9,74.2,70.49,48.6,68.95%,Safe,,
Maharashtra,2025,Nanded,Kandhar,7.8 - 14.8,4.2 - 8.0,118.6,112.67,96.4,85.56%,Semi-Critical,,
Maharashtra,2025,Nanded,Kinwat,4.5 - 8.5,1.5 - 3.2,165.2,156.94,32.4,20.64%,Safe,,
Maharashtra,2025,Nanded,Loha,7.6 - 14.5,4.1 - 7.9,134.8,128.06,104.5,81.60%,Semi-Critical,,
Maharashtra,2025,Nanded,Mahur,4.2 - 8.0,1.4 - 3.0,92.5,87.88,18.2,20.71%,Safe,,
Maharashtra,2025,Nanded,Mudkhed,6.9 - 13.0,3.6 - 6.8,62.1,59,49.8,84.41%,Semi-Critical,,
Maharashtra,2025,Nanded,Mukhed,7.4 - 14.0,3.9 - 7.5,122.4,116.28,92.1,79.21%,Semi-Critical,,
Maharashtra,2025,Nanded,Naigaon,7.0 - 13.2,3.7 - 7.2,98.7,93.77,74.5,79.45%,Semi-Critical,,
Maharashtra,2025,Nanded,Nanded,6.8 - 12.5,3.4 - 6.4,112.4,106.78,78.6,73.61%,Semi-Critical,,
Maharashtra,2025,Nanded,Umari,6.1 - 11.2,2.9 - 5.6,58.9,55.96,38.4,68.62%,Safe,,
Maharashtra,2025,Nandurbar,Akkalkuwa,4.5 - 9.0,1.8 - 4.2,92.5,87.88,21.4,24.35%,Safe,,
Maharashtra,2025,Nandurbar,Akrani,3.8 - 8.2,1.2 - 3.5,78.4,74.48,11.5,15.44%,Safe,,
Maharashtra,2025,Nandurbar,Nandurbar,7.0 - 13.5,3.8 - 7.1,128.6,122.17,92.4,75.63%,Semi-Critical,,
Maharashtra,2025,Nandurbar,Nawapur,5.8 - 11.2,2.5 - 5.4,115.4,109.63,64.2,58.56%,Safe,,
Maharashtra,2025,Nandurbar,Shahada,9.2 - 20.5,5.2 - 11.0,168.2,159.79,152.4,95.38%,Critical,,
Maharashtra,2025,Nandurbar,Taloda,6.5 - 12.8,3.2 - 6.5,84.5,80.28,54.6,68.01%,Safe,,
Maharashtra,2025,Nashik,Nashik,6.2 - 11.5,3.0 - 5.8,134.8,128.06,82.4,64.34%,Safe,,
Maharashtra,2025,Nashik,Igatpuri,3.2 - 6.5,0.9 - 2.2,112.5,106.88,22.1,20.68%,Safe,,
Maharashtra,2025,Nashik,Trimbakeshwar,3.5 - 6.8,1.0 - 2.4,98.4,93.48,18.5,19.79%,Safe,,
Maharashtra,2025,Nashik,Dindori,6.8 - 12.8,3.5 - 6.5,158.2,150.29,121.4,80.78%,Semi-Critical,,
Maharashtra,2025,Nashik,Peth,4.0 - 7.5,1.2 - 2.8,84.6,80.37,14.2,17.67%,Safe,,
Maharashtra,2025,Nashik,Kalwan,5.8 - 11.0,2.8 - 5.2,105.4,100.13,74.5,74.40%,Safe,,
Maharashtra,2025,Nashik,Surgana,3.8 - 7.2,1.1 - 2.5,92.3,87.69,11.8,13.46%,Safe,,
Maharashtra,2025,Nashik,Chandwad,8.5 - 16.5,4.8 - 9.0,96.5,91.68,84.6,92.28%,Critical,,
Maharashtra,2025,Nashik,Deola,8.0 - 15.2,4.5 - 8.2,82.4,78.28,68.3,87.25%,Semi-Critical,,
Maharashtra,2025,Nashik,Baglan,7.5 - 14.8,4.2 - 7.9,148.6,141.17,118.4,83.87%,Semi-Critical,,
Maharashtra,2025,Nashik,Malegaon,7.8 - 15.0,4.4 - 8.0,185.3,176.04,138.2,78.50%,Semi-Critical,,
Maharashtra,2025,Nashik,Nandgaon,8.2 - 16.0,4.9 - 8.8,78.5,74.58,58.4,78.30%,Semi-Critical,,
Maharashtra,2025,Nashik,Yeola,9.0 - 18.5,5.2 - 10.2,102.4,97.28,91.5,94.06%,Critical,,
Maharashtra,2025,Nashik,Niphad,10.5 - 24.2,6.2 - 13.5,168.5,160.08,178.4,111.44%,Over-Exploited,,
Maharashtra,2025,Nashik,Sinnar,9.8 - 22.0,5.8 - 12.0,122.6,116.47,124.8,107.15%,Over-Exploited,,
Maharashtra,2025,Palghar,Palghar,5.5 - 10.5,2.0 - 4.5,114.2,108.49,74.5,68.67%,Safe (Saline Risk),,
Maharashtra,2025,Palghar,Vasai,6.0 - 11.2,2.5 - 5.0,92.4,87.78,68.2,77.69%,Semi-Critical,,
Maharashtra,2025,Palghar,Dahanu,5.0 - 9.5,1.8 - 4.1,105.3,100.04,52.4,52.38%,Safe,,
Maharashtra,2025,Palghar,Talasari,4.8 - 9.0,1.5 - 3.8,62.4,59.28,24.6,41.50%,Safe,,
Maharashtra,2025,Palghar,Wada,4.5 - 8.5,1.4 - 3.5,118.6,112.67,48.5,43.05%,Safe,,
Maharashtra,2025,Palghar,Vikramgad,4.2 - 8.0,1.2 - 3.2,84.5,80.28,32.1,39.99%,Safe,,
Maharashtra,2025,Palghar,Jawhar,3.8 - 7.5,1.0 - 2.8,74.2,70.49,18.4,26.10%,Safe,,
Maharashtra,2025,Palghar,Mokhada,3.9 - 7.8,1.1 - 3.0,58.6,55.67,15.2,27.30%,Safe,,
Maharashtra,2025,Parbhani,Parbhani,7.0 - 13.2,3.8 - 7.1,142.5,135.38,102.4,75.64%,Semi-Critical,,
Maharashtra,2025,Parbhani,Selu,7.5 - 14.0,4.0 - 7.5,114.6,108.87,92.5,84.96%,Semi-Critical,,
Maharashtra,2025,Parbhani,Jintur,8.2 - 15.6,4.8 - 8.2,148.2,140.79,118.4,84.10%,Semi-Critical,,
Maharashtra,2025,Parbhani,Gangakhed,6.2 - 11.8,3.2 - 6.0,98.4,93.48,68.2,72.96%,Safe,,
Maharashtra,2025,Parbhani,Purna,5.8 - 11.2,2.9 - 5.5,88.5,84.08,56.4,67.08%,Safe,,
Maharashtra,2025,Parbhani,Palam,6.0 - 11.5,3.0 - 5.8,74.2,70.49,48.5,68.80%,Safe,,
Maharashtra,2025,Parbhani,Pathri,6.5 - 12.0,3.4 - 6.2,82.4,78.28,54.1,69.11%,Safe,,
Maharashtra,2025,Parbhani,Manwath,6.8 - 12.8,3.5 - 6.5,78.9,74.96,58.2,77.64%,Semi-Critical,,
Maharashtra,2025,Parbhani,Sonpeth,6.1 - 11.0,2.8 - 5.2,62.4,59.28,38.6,65.11%,Safe,,
Maharashtra,2025,Pune,Pune City / Haveli,6.5 - 12.8,2.5 - 5.5,165.4,157.13,114.2,72.68%,Semi-Critical,,
Maharashtra,2025,Pune,Pimpri-Chinchwad,6.0 - 11.5,2.2 - 5.0,88.2,83.79,58.4,69.70%,Safe,,
Maharashtra,2025,Pune,Maval,3.5 - 6.8,0.8 - 2.1,142.6,135.47,32.1,23.69%,Safe,,
Maharashtra,2025,Pune,Mulshi,3.2 - 6.5,0.7 - 2.0,118.5,112.58,24.5,21.76%,Safe,,
Maharashtra,2025,Pune,Velhe,2.8 - 5.8,0.5 - 1.5,84.3,80.09,11.2,13.98%,Safe,,
Maharashtra,2025,Pune,Bhor,4.2 - 8.5,1.4 - 3.2,105.4,100.13,38.6,38.55%,Safe,,
Maharashtra,2025,Pune,Purandar,7.5 - 14.2,4.0 - 7.8,112.1,106.5,88.4,83.00%,Semi-Critical,,
Maharashtra,2025,Pune,Baramati,9.5 - 21.0,5.5 - 11.5,154.2,146.49,162.5,110.93%,Over-Exploited,,
Maharashtra,2025,Pune,Daund,8.2 - 16.5,4.5 - 9.0,128.6,122.17,108.4,88.73%,Semi-Critical,,
Maharashtra,2025,Pune,Indapur,9.0 - 19.8,5.2 - 10.8,168.4,159.98,172.1,107.58%,Over-Exploited,,
Maharashtra,2025,Pune,Shirur,8.8 - 18.5,4.9 - 9.8,145.8,138.51,131.2,94.72%,Critical,,
Maharashtra,2025,Pune,Khed,7.0 - 13.8,3.5 - 7.0,182.5,173.38,128.4,74.06%,Semi-Critical,,
Maharashtra,2025,Pune,Junnar,6.8 - 13.0,3.2 - 6.5,195.2,185.44,134.6,72.58%,Semi-Critical,,
Maharashtra,2025,Raigad,Alibag,4.2 - 8.5,1.2 - 3.0,94.6,89.87,34.2,38.05%,Safe (Saline Risk),,
Maharashtra,2025,Raigad,Karjat,5.5 - 10.8,2.1 - 4.5,114.2,108.49,45.6,42.03%,Safe,,
Maharashtra,2025,Raigad,Khalapur,5.2 - 10.2,1.9 - 4.2,88.5,84.08,51.4,61.13%,Safe,,
Maharashtra,2025,Raigad,Mahad,3.8 - 7.5,0.9 - 2.5,142.8,135.66,28.5,21.01%,Safe,,
